recommendation_id,game,verdict,excerpt,source_url
225854096,meltopia,negative,"If you're looking for ""A Game About Digging A Hole"", this isn't it. The game isn't fun because",https://steamcommunity.com/profiles/76561197989398314/recommended/3601800/
225843244,meltopia,negative,This otherwise fun game is marred by its current version of the shovel that is nothing like the,https://steamcommunity.com/profiles/76561198000923180/recommended/3601800/
225707052,meltopia,negative,"Nearly 8hrs of play and i was left frustrated and annoyed in the end, didn't manage to complete",https://steamcommunity.com/profiles/76561198064677145/recommended/3601800/
225705507,meltopia,negative,"so i'll say this, there needs to be a MUCH more friendly way of selling the items in",https://steamcommunity.com/profiles/76561199045669391/recommended/3601800/
225660042,meltopia,negative,Idea seems fresh enough to have a potential but execution is too sloppy. Feels incomplete and slapped together,https://steamcommunity.com/profiles/76561198977992435/recommended/3601800/
225575915,meltopia,negative,"Game won't even load properly despite more than meeting the minimum specs, even on low graphics. The textures",https://steamcommunity.com/profiles/76561198120979366/recommended/3601800/
225497526,meltopia,negative,"Boring, extremely unpolished, buggy. Feels like it was made lazily, without love. Most of all I hate that",https://steamcommunity.com/profiles/76561198122279814/recommended/3601800/
225465493,meltopia,negative,"Melted everything, did 100% achievements. Game is super repetitive, you melt the snow and thats it. I got",https://steamcommunity.com/profiles/76561198060018302/recommended/3601800/
225367382,meltopia,negative,"It's an ok digging game, with a funny quirky ending, but unfortunately the audio bugs and poor economy",https://steamcommunity.com/profiles/76561198032339106/recommended/3601800/
225345127,meltopia,negative,I regret what I did,https://steamcommunity.com/profiles/76561198067438557/recommended/3601800/
225307785,meltopia,negative,5 hours to finish the game. It was ok. Good enough for the price.,https://steamcommunity.com/profiles/76561198003822608/recommended/3601800/
225293128,meltopia,negative,"A decent game, but the upgrades were lackluster and I could have used a minimap. Some puzzles would",https://steamcommunity.com/profiles/76561198032203525/recommended/3601800/
225283396,meltopia,negative,"it was an okay 4 hours, the shovel was dumb",https://steamcommunity.com/profiles/76561198076046961/recommended/3601800/
225280514,meltopia,negative,"To preface, this is more so an ""Ehhh"" than a not recommend, I know that the game is",https://steamcommunity.com/profiles/76561198069107063/recommended/3601800/
225271613,meltopia,negative,You run out of upgrades WAY too early. I wasn't even at the second minecart fast travel point,https://steamcommunity.com/profiles/76561198059626159/recommended/3601800/
225246242,meltopia,negative,Seven dollars for five hours of gameplay? questionable,https://steamcommunity.com/profiles/76561199127915702/recommended/3601800/
225233079,meltopia,negative,"Feels and looks like a slop game, lots of jank, got all achievements in like 8h while watching",https://steamcommunity.com/profiles/76561198145865461/recommended/3601800/
225160795,meltopia,negative,After a while the game gives you no sense of direction on where to go and no way,https://steamcommunity.com/profiles/76561198020586563/recommended/3601800/
225149084,meltopia,negative,"It's not a bad game, but not really a good game either. It's a cool proof of concept",https://steamcommunity.com/profiles/76561198253583834/recommended/3601800/
225144180,meltopia,negative,my save just disappeared...,https://steamcommunity.com/profiles/76561198306414557/recommended/3601800/
225134736,meltopia,negative,"first bit is fun and good progression, but as soon as you get the tesla gun its worse",https://steamcommunity.com/profiles/76561199633245359/recommended/3601800/
225124953,meltopia,negative,The game's balancing is completely off for people who like exploring areas and not just rushing through. A,https://steamcommunity.com/profiles/76561199220440280/recommended/3601800/
225121275,meltopia,negative,"becomes unplayable in the second part no map, no ability to track ""have you checked this bloody passage""",https://steamcommunity.com/profiles/76561197996776320/recommended/3601800/
225119169,meltopia,negative,"Visually it's a pretty okay game, the hub looks like a cool castle-thing with loads of places to",https://steamcommunity.com/profiles/76561198020117519/recommended/3601800/
225094419,meltopia,negative,ass just want your money so you play for 5 to 4 hours then get ♥♥♥♥ behind ♥♥♥♥♥,https://steamcommunity.com/profiles/76561199056945072/recommended/3601800/
225074237,meltopia,negative,Terrible and boring. Just a slot and waste of money and the time spent.,https://steamcommunity.com/profiles/76561198010181898/recommended/3601800/
224958181,meltopia,negative,"It's missing a few things. Personality, Intrigue and Satisfaction. I've played both Powerwash Simulator games, and this game",https://steamcommunity.com/profiles/76561199238564946/recommended/3601800/
224923842,meltopia,negative,"do not buy this game. if you do, you will be refunding it. so save yourself the time.",https://steamcommunity.com/profiles/76561198107486959/recommended/3601800/
224856237,meltopia,negative,"disrespectful ui, improper treatment of underlying engine - i bet they use instanced spheres instead of chunked sdf",https://steamcommunity.com/profiles/76561198036894727/recommended/3601800/
224850513,meltopia,negative,"we're in 2026 and not only is ""auto save"" announced in weird looking panel messages that stack on",https://steamcommunity.com/profiles/76561198023704930/recommended/3601800/
224845361,meltopia,negative,Can work on the controller aspect please? the look sensativity does literally nothing. its so slow to turn.,https://steamcommunity.com/profiles/76561199131226601/recommended/3601800/
224825677,meltopia,negative,"Can't even get passed the first cutscene, let alone change my settings.",https://steamcommunity.com/profiles/76561199815544201/recommended/3601800/
224819070,meltopia,negative,I'm a controller player and because of low look sensitivity even when set to maximum the game is,https://steamcommunity.com/profiles/76561198360649401/recommended/3601800/
224801648,meltopia,negative,"The game randomly lags, and the auto-saving causes the screen to freeze for about a minute. The gaming",https://steamcommunity.com/profiles/76561199814042801/recommended/3601800/
224760754,meltopia,negative,what WAS a good game when i bought it has become an unplayable mess due to the developers,https://steamcommunity.com/profiles/76561198831488351/recommended/3601800/
224758780,meltopia,negative,Not worth the time.,https://steamcommunity.com/profiles/76561197962945972/recommended/3601800/
224723848,meltopia,negative,bored after 30 mins i will refund,https://steamcommunity.com/profiles/76561198125533063/recommended/3601800/
224704211,meltopia,negative,"meh, not worth the price for such a short game",https://steamcommunity.com/profiles/76561198071757954/recommended/3601800/
224688005,meltopia,negative,"Just another ""Digging Hole"" game, but with poor optimisation. Nothing interesting. Fully upgrade your gun? So here new",https://steamcommunity.com/profiles/76561199048708787/recommended/3601800/
224673262,meltopia,negative,"The game runs very poorly, especially considering its primitive design—you’d think it requires a high-end PC just to",https://steamcommunity.com/profiles/76561198014344441/recommended/3601800/
224670763,meltopia,negative,If you want your inventory to be constantly clogged with trash and run back to the base every,https://steamcommunity.com/profiles/76561198044196804/recommended/3601800/
224666363,meltopia,negative,So many things that just makes this feel unfinished... all in all it just tries to waste your,https://steamcommunity.com/profiles/76561197989531710/recommended/3601800/
224666170,meltopia,negative,Love the chill nature of this game but it doesn't seem to run super well on handheld despite,https://steamcommunity.com/profiles/76561198038279222/recommended/3601800/
224640762,meltopia,negative,Over 4 hours wasted as the game doesn't appear to have any sort of autosave or save on,https://steamcommunity.com/profiles/76561198412072566/recommended/3601800/
224590207,meltopia,negative,Played for 3 hours on launch yesterday. Logged back in today and all progress lost... wtf?,https://steamcommunity.com/profiles/76561198065497630/recommended/3601800/
224548112,meltopia,negative,bad-optimized AI-slop game made by weird mobile team,https://steamcommunity.com/profiles/76561198036377863/recommended/3601800/
224542191,meltopia,negative,"Amazingly, it would appear that the developers listened to feedback from the demo and implemented several (mostly positive)",https://steamcommunity.com/profiles/76561199856430323/recommended/3601800/
224539745,meltopia,negative,"It okay for the price, but really nothing groundbreaking. Would give a neutral rating if I could. Edit:",https://steamcommunity.com/profiles/76561198012889457/recommended/3601800/
226822729,meltopia,positive,It's a chill (pun intended) game. Fairly quick though. I'd love to see the collectibles turn into something,https://steamcommunity.com/profiles/76561198011293667/recommended/3601800/
225386433,meltopia,positive,Really fun! Really enjoy exploration and collection games. Trying to make progress while managing fuel and not freezing,https://steamcommunity.com/profiles/76561198056780819/recommended/3601800/
224790774,meltopia,positive,"The game is really unique and quickly pulls you in. Once you start playing, you immediately want to",https://steamcommunity.com/profiles/76561199752739009/recommended/3601800/
229422457,meltopia,positive,"If you've ever wanted to melt a lot snow, this game has got you covered. Considering the ending,",https://steamcommunity.com/profiles/76561197965615203/recommended/3601800/
225276363,meltopia,positive,The goal of this game is to find some archaeological remains and a few artifacts. Dig away a,https://steamcommunity.com/profiles/76561197987565903/recommended/3601800/
225049291,meltopia,positive,"It's a nice chill game overall, starts slow, but keeps getting faster as you progress, graphics are nice,",https://steamcommunity.com/profiles/76561198081017963/recommended/3601800/
233599475,meltopia,positive,First of all there are two things that are pretty annoying: The first levels of the teslagun and,https://steamcommunity.com/profiles/76561198218657020/recommended/3601800/
229442855,meltopia,positive,"Meltopia is very chill and enjoyable, for the super cheap entry fee you can't go wrong. Simple but",https://steamcommunity.com/profiles/76561197999647322/recommended/3601800/
228164111,meltopia,positive,game length about 2 hours. crashed 3 times in totalt 2 times under the automatic safe which freezing,https://steamcommunity.com/profiles/76561197982193249/recommended/3601800/
227338186,meltopia,positive,"Very nice game, satisfying and beautiful, completed in 9h, worth every cent 💖",https://steamcommunity.com/profiles/76561198074385495/recommended/3601800/
226800586,meltopia,positive,"I absolutely adore this game, I love the simplicity of just melting snow and finding artefacts. I am",https://steamcommunity.com/profiles/76561199088440626/recommended/3601800/
226679527,meltopia,positive,"If you enjoyed game about digging a hole, you'll like this one. It's pretty chill (ha). Just you,",https://steamcommunity.com/profiles/76561198077980824/recommended/3601800/
225901805,meltopia,positive,"Played the full game in about two sessions, really really fun and satisfying. It is an extremely chill",https://steamcommunity.com/profiles/76561198278227714/recommended/3601800/
225864683,meltopia,positive,"decent time waster. someone was smoking something when they made the ending, but it did make me laugh.",https://steamcommunity.com/profiles/76561198122338669/recommended/3601800/
225783618,meltopia,positive,I have had so much fun playing this. I bought it for my husband and I on a,https://steamcommunity.com/profiles/76561198031409603/recommended/3601800/
225726052,meltopia,positive,Pretty calm and satisfying game where you just go around melting snow. I didn’t run into any major,https://steamcommunity.com/profiles/76561198346689136/recommended/3601800/
225711112,meltopia,positive,"Surprisingly satisfying gameplay loop; this will absolutely appeal to anyone who enjoys games like PowerWash Simulator, or Crime",https://steamcommunity.com/profiles/76561198025057356/recommended/3601800/
225441967,meltopia,positive,"I loved this game! It reminds me of 'A Game About Digging A Hole,' but instead of being",https://steamcommunity.com/profiles/76561198230212176/recommended/3601800/
225327848,meltopia,positive,"Very fun and soothing maze-explorer game. Secrets are well hidden but not absurdly difficult, and overall the game",https://steamcommunity.com/profiles/76561198258451807/recommended/3601800/
225232861,meltopia,positive,"A fairly well polished peaceful metroidvania. The basic gameplay loop is you're given a flamethrower, you clear out",https://steamcommunity.com/profiles/76561198001129651/recommended/3601800/
72161382,super-motherload,negative,"3 hours playtime, 3 crashes... would be a good game, if it would work.",https://steamcommunity.com/profiles/76561198150265958/recommended/269110/
71893733,super-motherload,negative,Super Boring.,https://steamcommunity.com/profiles/76561197970538611/recommended/269110/
71734921,super-motherload,negative,"I do not recommend this game, you might think that my short playtime means that I just didn't",https://steamcommunity.com/profiles/76561198178603941/recommended/269110/
71611688,super-motherload,negative,The game was ok for the most part. It got a lot less fun the more I played,https://steamcommunity.com/profiles/76561198061948706/recommended/269110/
69640367,super-motherload,negative,"It's a good game however, there's a game crashing bug sometimes when bombs are used. It doesn't happen",https://steamcommunity.com/profiles/76561198031149418/recommended/269110/
69079496,super-motherload,negative,Was excited to play this game because it recently came up on my Youtube feed and i wanted,https://steamcommunity.com/profiles/76561198001936552/recommended/269110/
62172063,super-motherload,negative,Very short. Really boring by the end.,https://steamcommunity.com/profiles/76561198069232023/recommended/269110/
59267898,super-motherload,negative,My game keeps crashing. Cannot get past the main menu. Thanks.,https://steamcommunity.com/profiles/76561198068841234/recommended/269110/
57084979,super-motherload,negative,I used to play the original version of this game when I was in high school and my,https://steamcommunity.com/profiles/76561198109613875/recommended/269110/
57076296,super-motherload,negative,"For anyone who enjoyed the original motherload, this game is going to be amazing fun. I can't recommend",https://steamcommunity.com/profiles/76561198066419242/recommended/269110/
55635781,super-motherload,negative,crashed during the boss fight I do not want to spend 3 minutes going all the way back,https://steamcommunity.com/profiles/76561198309612194/recommended/269110/
55140360,super-motherload,negative,"Super Motherload is a grindy 2D ""mining rush"" game where you mine and grind upgrades so you can",https://steamcommunity.com/profiles/76561198030784015/recommended/269110/
55095537,super-motherload,negative,No reset button for characters. Game was released in 2013. The game literally does not allow you to,https://steamcommunity.com/profiles/76561198033383999/recommended/269110/
54759259,super-motherload,negative,"Fun little classic game! This would EASILY be a ""thumbs UP"" IF it was 5-ish dollars. Sadly, for",https://steamcommunity.com/profiles/76561198010734079/recommended/269110/
53164061,super-motherload,negative,it's... alright. it kills time but its nothing amazing.,https://steamcommunity.com/profiles/76561198141162939/recommended/269110/
52074999,super-motherload,negative,Exactly like the old flash game. Controls are garbage. Do not buy.,https://steamcommunity.com/profiles/76561198015620745/recommended/269110/
44379238,super-motherload,negative,"Too much grinding, uninteresting weird story, no checkpoint before boss fight, so dying = minutes of boring traveling",https://steamcommunity.com/profiles/76561197979259882/recommended/269110/
43169727,super-motherload,negative,"Great graphics compared to the older version, but the gameplay feels dumbed down, you don't need to enter",https://steamcommunity.com/profiles/76561198046264916/recommended/269110/
42435120,super-motherload,negative,"This game does not work, it has never worked. I have tried installing this on several different computers",https://steamcommunity.com/profiles/76561198089004421/recommended/269110/
40491625,super-motherload,negative,So what I did not like about this COMPARED to the original: It feels like you are forced,https://steamcommunity.com/profiles/76561197966850876/recommended/269110/
39274036,super-motherload,negative,If you find it on sale for 2$ it might be worth it if you also have nostalgia,https://steamcommunity.com/profiles/76561198059918308/recommended/269110/
39188459,super-motherload,negative,"Steep price for a grindy game, the only big benefit in my opinion is that you get to",https://steamcommunity.com/profiles/76561198171422774/recommended/269110/
38950369,super-motherload,negative,The free original version is better This one feels like it relies on grinding even more than the,https://steamcommunity.com/profiles/76561198049966313/recommended/269110/
37698777,super-motherload,negative,"Worst bossfight in the history of bossfights. The last portion of the game is massively frustrating, devoid of",https://steamcommunity.com/profiles/76561198080051681/recommended/269110/
36471378,super-motherload,negative,constantly crashes,https://steamcommunity.com/profiles/76561197971411710/recommended/269110/
35860334,super-motherload,negative,This game was ruined with all the stupid puzzles. People played this game because it was fun to,https://steamcommunity.com/profiles/76561198038944547/recommended/269110/
34166009,super-motherload,negative,Really disapointed in this game. most additions simpily serve to make gameplay longer which in turn make the,https://steamcommunity.com/profiles/76561198087754362/recommended/269110/
31955244,super-motherload,negative,Tags: Adventure - Sidescroll & Questing TLDR: Fun but outcompeted. Super Motherload is worse than the original Flash,https://steamcommunity.com/profiles/76561198027267313/recommended/269110/
31587853,super-motherload,negative,Boring af not worth 15 € Better play the normal free 2 play version,https://steamcommunity.com/profiles/76561198103461443/recommended/269110/
30324637,super-motherload,negative,All great stuff taken out of the original game. Sad. Worst followup ever.,https://steamcommunity.com/profiles/76561197994301315/recommended/269110/
29346332,super-motherload,negative,hoping for a bit more than the last free game on a lil fre extra pixels for 15,https://steamcommunity.com/profiles/76561198049589651/recommended/269110/
28591053,super-motherload,negative,Not as fun as the original,https://steamcommunity.com/profiles/76561197967186969/recommended/269110/
26991656,super-motherload,negative,"Why on earth would you not make this game co-op online? Please stop being slack, do a hot",https://steamcommunity.com/profiles/76561198001438059/recommended/269110/
26497370,super-motherload,negative,"It's like a big ol' bag of potato chips- looks appealing on the shelf, easy enough to tear",https://steamcommunity.com/profiles/76561198005555352/recommended/269110/
25818273,super-motherload,negative,Cannot recommend this game.,https://steamcommunity.com/profiles/76561197967685936/recommended/269110/
25715429,super-motherload,negative,Played the first one. trust me this is most boring waste of your time if u wnt it,https://steamcommunity.com/profiles/76561198271848861/recommended/269110/
24042801,super-motherload,negative,"The game at first seems interesting, and has addicting aspects, but its very shallow. This game plays like",https://steamcommunity.com/profiles/76561197985969658/recommended/269110/
24027399,super-motherload,negative,"So after playing Super Motherload for 7 hours straight it crashed. No problem, I thought to myself, as",https://steamcommunity.com/profiles/76561198118504318/recommended/269110/
23964516,super-motherload,negative,The original Motherload was very fun and engaging. I thought it would be awesome to experience in multiplayer.,https://steamcommunity.com/profiles/76561198000983922/recommended/269110/
23510272,super-motherload,negative,DONT PURCHASE THIS GAME!! DONT EVEN GET IT ON G2A EVEN IF ITS $1 THE ORIGINAL IS 10X,https://steamcommunity.com/profiles/76561198164087180/recommended/269110/
23397349,super-motherload,negative,I got this solely to get a copy of Motherload: Goldium Edition on my Steam account. If you,https://steamcommunity.com/profiles/76561198078586375/recommended/269110/
22622863,super-motherload,negative,"I read some negative reviews, and I was like nah they have to be wrong im gonna buy",https://steamcommunity.com/profiles/76561198052097275/recommended/269110/
21435292,super-motherload,negative,"First of all: Pleace excuse my less than stellar grammar, english is not my first language. Second: Consider",https://steamcommunity.com/profiles/76561197986101440/recommended/269110/
20342080,super-motherload,negative,"The only appealing quality of this title is its soundtrack. The retro-future space-russian-whatever character aesthetics, the barely-existing joke-of-a",https://steamcommunity.com/profiles/76561197989246039/recommended/269110/
20018944,super-motherload,negative,"After all this time, I decided to play motherload again-only to see this one. Figured I'd give it",https://steamcommunity.com/profiles/76561198116407611/recommended/269110/
18650896,super-motherload,negative,it's bad,https://steamcommunity.com/profiles/76561198028615865/recommended/269110/
18339936,super-motherload,negative,"This game is like a book you absolutely love, and then the final chapter annoys so much you",https://steamcommunity.com/profiles/76561197974622842/recommended/269110/
18323295,super-motherload,negative,"I played the original Flash version of this when I was younger, and I enjoyed it quite a",https://steamcommunity.com/profiles/76561198025820005/recommended/269110/
18168604,super-motherload,negative,"A mildly more interesting version of SteamWorld Dig, but everything I said about SWD still applies here. So",https://steamcommunity.com/profiles/76561197994480308/recommended/269110/
17685996,super-motherload,negative,"DISCLAIMER: I give this like a 6/10, not a No/10 for reasons explained below. I can't in good",https://steamcommunity.com/profiles/76561198051713342/recommended/269110/
17598970,super-motherload,negative,"Super Motherload is very underwhelming. First off; I really liked to original back in the day, and while",https://steamcommunity.com/profiles/76561197977078490/recommended/269110/
17289972,super-motherload,negative,i cant play super motherload but i can play the orignal motherload i dont know why. super motherload,https://steamcommunity.com/profiles/76561198136952834/recommended/269110/
17227856,super-motherload,negative,"Keep in mind I didn't play very deep into this game; it didn't grab me at all, so",https://steamcommunity.com/profiles/76561198004890916/recommended/269110/
17162211,super-motherload,negative,if i really wana write the shortest review for this game in JUST one word it would be,https://steamcommunity.com/profiles/76561198038310096/recommended/269110/
17119913,super-motherload,negative,"You mine a few blocks, you run out of fuel... you die. One has to wonder, did anyone",https://steamcommunity.com/profiles/76561198026562146/recommended/269110/
17047002,super-motherload,negative,"As a fan of the original game I was kind of looking for this game, but honestly I",https://steamcommunity.com/profiles/76561197987731601/recommended/269110/
16865238,super-motherload,negative,"At first, the game is a lot of fun. You dig around, collect stuff, upgrade. About exactly what",https://steamcommunity.com/profiles/76561197989757468/recommended/269110/
16688405,super-motherload,negative,"I'm a little tied on whether to recommend this or not. On one hand, it's a charming simple",https://steamcommunity.com/profiles/76561197988827286/recommended/269110/
16512332,super-motherload,negative,Crashed.,https://steamcommunity.com/profiles/76561198080271609/recommended/269110/
15804873,super-motherload,negative,No multiplayer online !!,https://steamcommunity.com/profiles/76561198010488421/recommended/269110/
15747095,super-motherload,negative,Used C4 in hardcore mode right around Phase 2. Game crashed and no data saved... A poor mans,https://steamcommunity.com/profiles/76561197982971514/recommended/269110/
15013565,super-motherload,negative,Collect ore. Upgrade. Collect ore. Upgrade. Repeat.,https://steamcommunity.com/profiles/76561197971150993/recommended/269110/
14307366,super-motherload,negative,It's not terrible but it just isn't very good either. I'd rather play the original for free,https://steamcommunity.com/profiles/76561198151765798/recommended/269110/
14122479,super-motherload,negative,It would be an amazing game with a few shortcomings... if it weren't supposed to be the successor,https://steamcommunity.com/profiles/76561198059553059/recommended/269110/
14069434,super-motherload,negative,ballsuck,https://steamcommunity.com/profiles/76561198030646669/recommended/269110/
13933559,super-motherload,negative,There is absolutely no reason for the ''Multi-Player'' tag aswell as the local co-op. This game is Local,https://steamcommunity.com/profiles/76561198045037057/recommended/269110/
13521941,super-motherload,negative,"A great game, but found it completely unplayable due to repeatedly crashing during the simultanious use of C4",https://steamcommunity.com/profiles/76561198001139548/recommended/269110/
13049322,super-motherload,negative,I remember greatly enjoying the flash game. But I am not enjoying this one. However the graphics do,https://steamcommunity.com/profiles/76561198002401174/recommended/269110/
12484715,super-motherload,negative,"It starts out being a fun way to grind -- dig up materials, go back to the top,",https://steamcommunity.com/profiles/76561197974799482/recommended/269110/
12479238,super-motherload,negative,"It's a really good and improved version of the old browser-based motherload, but there's literally no way to",https://steamcommunity.com/profiles/76561198064182587/recommended/269110/
12466369,super-motherload,negative,"i'v been waiting for this game for years, i'v played the original one so much. i was so",https://steamcommunity.com/profiles/76561198093432046/recommended/269110/
12443402,super-motherload,negative,I've spent hundreds of hours playing the original Motherload Goldium. I bought a stop watch just for the,https://steamcommunity.com/profiles/76561198034964626/recommended/269110/
12397482,super-motherload,negative,"It does not start. I tried it on two setups. This isn't just my problem, there are more",https://steamcommunity.com/profiles/76561197993381827/recommended/269110/
11327987,super-motherload,negative,"TLDR: If you're looking for a good mining game like this but done right, check out a game",https://steamcommunity.com/profiles/76561197997884938/recommended/269110/
10981176,super-motherload,negative,summer FAIL 2014 it says clearly multiplayer and local co op... well its not online multiplayer... this sucks,https://steamcommunity.com/profiles/76561197993815324/recommended/269110/
234310740,super-motherload,positive,d,https://steamcommunity.com/profiles/76561198426208365/recommended/269110/
224626477,super-motherload,positive,.,https://steamcommunity.com/profiles/76561199225285658/recommended/269110/
219481413,super-motherload,positive,.,https://steamcommunity.com/profiles/76561198014985394/recommended/269110/
203258926,super-motherload,positive,"It isn't the original but it is still quite entertaining. Quite worth it on sale, not worth it",https://steamcommunity.com/profiles/76561198072946194/recommended/269110/
202100545,super-motherload,positive,If you are reading this im gonna stop you right here and tell you to buy this game.,https://steamcommunity.com/profiles/76561199837036729/recommended/269110/
201120473,super-motherload,positive,"Super Motherload is fun with friends for a few sessions, and a decent game on its own, but",https://steamcommunity.com/profiles/76561198039096325/recommended/269110/
199163770,super-motherload,positive,I used to play this ALL the time on Mini-clip!! I'm overjoyed that I get to experience it,https://steamcommunity.com/profiles/76561198309578530/recommended/269110/
199045129,super-motherload,positive,"Decently fun. For nostalgia, you can play the original, but I do think Super Motherload has done a",https://steamcommunity.com/profiles/76561198037650755/recommended/269110/
198706425,super-motherload,positive,Simple & satisfying to a point.,https://steamcommunity.com/profiles/76561197995067267/recommended/269110/
198514728,super-motherload,positive,"Loved playing this as a flash game on miniclip back in the day, and it still holds up!",https://steamcommunity.com/profiles/76561197984333407/recommended/269110/
198150086,super-motherload,positive,The original Motherload (in its Goldium version) is included in the purchase. That nostalgia alone is worth a,https://steamcommunity.com/profiles/76561198102807834/recommended/269110/
197005903,super-motherload,positive,Addictive.,https://steamcommunity.com/profiles/76561199037579720/recommended/269110/
195024478,super-motherload,positive,Includes the original 10/10,https://steamcommunity.com/profiles/76561198082174981/recommended/269110/
194306059,super-motherload,positive,"all the old fun of the flash game, with modern upgrades. full reccomend",https://steamcommunity.com/profiles/76561198283046624/recommended/269110/
191838749,super-motherload,positive,"good one , a classic",https://steamcommunity.com/profiles/76561198018563781/recommended/269110/
190151647,super-motherload,positive,fun to revisit.,https://steamcommunity.com/profiles/76561198039466880/recommended/269110/
190145758,super-motherload,positive,'- Game is fun - Supports local multipalyer - Classic Motherload is included for nostalgia - Runs Flawlessly,https://steamcommunity.com/profiles/76561197972268067/recommended/269110/
189975776,super-motherload,positive,Its good. Nostalgic.,https://steamcommunity.com/profiles/76561198057275917/recommended/269110/
189971204,super-motherload,positive,"The Super Motherload is fun, idk how multiplayer works as I don't have the friends to do it,",https://steamcommunity.com/profiles/76561198097985124/recommended/269110/
189879806,super-motherload,positive,I would say I enjoy this game. As someone who used to play the flash game Motherload back,https://steamcommunity.com/profiles/76561198158843646/recommended/269110/
226306412,digging-a-hole,negative,"The game dev is so lazy, there are 4 things you can upgrade and you can beat the",https://steamcommunity.com/profiles/76561199592929888/recommended/3244220/
226247132,digging-a-hole,negative,should be free,https://steamcommunity.com/profiles/76561198237338522/recommended/3244220/
226184887,digging-a-hole,negative,"The first while of this game is pretty good, however, once you get later game it is quite",https://steamcommunity.com/profiles/76561199386159097/recommended/3244220/
225806193,digging-a-hole,negative,I dislike the ending.,https://steamcommunity.com/profiles/76561198022496012/recommended/3244220/
225678633,digging-a-hole,negative,"took about 60 minutes to beat, unfortunately this is less of a game and more of a concept",https://steamcommunity.com/profiles/76561198217599867/recommended/3244220/
225504780,digging-a-hole,negative,I was having fun digging a hole until the endgame. That part kind of sucks tbh :/,https://steamcommunity.com/profiles/76561198087764224/recommended/3244220/
225238142,digging-a-hole,negative,I was really into this until the horror ending. There was no warning about the horror ending. You're,https://steamcommunity.com/profiles/76561198129236995/recommended/3244220/
224850363,digging-a-hole,negative,Fun concept until it fails,https://steamcommunity.com/profiles/76561198066780161/recommended/3244220/
224803119,digging-a-hole,negative,I liked it for a bit but I kept getting lag spikes randomly while digging. :/ Id rather,https://steamcommunity.com/profiles/76561199640442619/recommended/3244220/
224613815,digging-a-hole,negative,It has a period of being really enjoyable but soon loses that sparkle. I wouldn't say this game,https://steamcommunity.com/profiles/76561199365750692/recommended/3244220/
224088379,digging-a-hole,negative,I played for 10 hours getting every achievement... ONLY ONE went through. no others worked. then at the,https://steamcommunity.com/profiles/76561199168095943/recommended/3244220/
224013319,digging-a-hole,negative,Just ok,https://steamcommunity.com/profiles/76561198154178447/recommended/3244220/
223951684,digging-a-hole,negative,"This is worth maybe $1. Really pretty lame. Has kind've a promising game loop, but it ends so",https://steamcommunity.com/profiles/76561197978294149/recommended/3244220/
223898879,digging-a-hole,negative,Don't buy it. Not even worth a cup of coffee. Ending is rubbish.,https://steamcommunity.com/profiles/76561198005134871/recommended/3244220/
223897473,digging-a-hole,negative,"I don't understand the popularity of this game. It's really not that deep -- pun intended. Sure, there's",https://steamcommunity.com/profiles/76561198202174298/recommended/3244220/
223872574,digging-a-hole,negative,i got to play it for 30 minutes and now it wont let me. every time i launch,https://steamcommunity.com/profiles/76561199806323360/recommended/3244220/
223864200,digging-a-hole,negative,What a ♥♥♥♥♥♥♥♥♥♥,https://steamcommunity.com/profiles/76561198004504216/recommended/3244220/
223692314,digging-a-hole,negative,It's not a bad game. I don't mind it I gave it around 36 minutes to see if,https://steamcommunity.com/profiles/76561198369619862/recommended/3244220/
223474974,digging-a-hole,negative,Pretty satisfying at first. Once it started becoming more of an exploration game it kind of lost its,https://steamcommunity.com/profiles/76561199017188652/recommended/3244220/
223352820,digging-a-hole,negative,It feels incomplete,https://steamcommunity.com/profiles/76561198050158626/recommended/3244220/
223078358,digging-a-hole,negative,Finished the game in 51 min and didn't go through the same thing again just for some achievements,https://steamcommunity.com/profiles/76561198237929746/recommended/3244220/
223062646,digging-a-hole,negative,indevidually haviing to click everytime u dig instead of being able to hold down left click is crazy.,https://steamcommunity.com/profiles/76561198978723693/recommended/3244220/
222979787,digging-a-hole,negative,"it was fun, and when i opened the crate in the garage i got a reward but then",https://steamcommunity.com/profiles/76561198305728341/recommended/3244220/
222546530,digging-a-hole,negative,Not really all the fun. Kinda tedious and usually most game dont bother me. Casually 100% the game,https://steamcommunity.com/profiles/76561198002111361/recommended/3244220/
222511447,digging-a-hole,negative,"playing similar games to this, loved them, but this game is just not it. not even remotely fun",https://steamcommunity.com/profiles/76561198354357072/recommended/3244220/
222441544,digging-a-hole,negative,you really dont need to play it,https://steamcommunity.com/profiles/76561199038895344/recommended/3244220/
222320788,digging-a-hole,negative,The speedrun achievement is based on a lot of randomness and is annoying.,https://steamcommunity.com/profiles/76561199203821591/recommended/3244220/
222128923,digging-a-hole,negative,Addictive but way to simple... It need more upgrade or things to do. it get old quick!,https://steamcommunity.com/profiles/76561198419096611/recommended/3244220/
222120298,digging-a-hole,negative,Dis gam no good :C,https://steamcommunity.com/profiles/76561199235472998/recommended/3244220/
222004745,digging-a-hole,negative,"Your first digging tools require you to mash left click. Once you've upgraded the digging tool enough, you",https://steamcommunity.com/profiles/76561198124814374/recommended/3244220/
221723001,digging-a-hole,negative,"better than the other digging game but way to short and no online, finished the game in like",https://steamcommunity.com/profiles/76561198997016084/recommended/3244220/
